,,,,,,,,,,,,,,,,PP,,PSOE,,IU-LV,,UPyD,,CiU,,AMAIUR,,EAJ-PNV,,ESQUERRA,,EQUO,,BNG,,CC-NC-PNC,,COMPROMÍS-Q,,PACMA,,FAC,,Eb,,PA,,PxC,,P.R.C.,,GBAI,,PUM+J,,P.C.P.E.,,ANTICAPITALISTAS,,PIRATA.CAT,,UCE,,PH,,ESPAÑA 2000,,SAIn,,RPS,,HARTOS.ORG,,PIRATA,,ANC,,FE de las JONS,,C.D.L.,,PCAS,,UxV,,P-LIB,,PREPAL,,POSI,,D.N.,,PRAO,,Caballas,,C.XXI,,UNIDAD DEL PUEBLO,,CEx,,ANDECHA,,CCD,,ACIMA,,PFyV,,+MAS+,,U.C.I.T.,,DeC,,CYD,,U.R.C.L.,,P.R.D.E.,,INTERNET,,PRE-R,,BASTA YA,,PDYC,,LV-GV,,H.D.,,SXT,,DNE,
Nombre de Comunidad,Código de Provincia,Nombre de Provincia,Población,Número de mesas,Censo electoral sin CERA,Censo CERA,Total censo electoral,Solicitudes voto CERA aceptadas,Total votantes CER,Total votantes CERA,Total votantes,Votos válidos,Votos a candidaturas,Votos en blanco,Votos nulos,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados,Votos,Diputados
Castilla y León               ,49,Zamora                                            ,"194,214",389,"162,684","15,681","178,365","1,317","118,944",815,"119,759","118,122","116,065","2,057","1,637","68,228",2,"35,059",1,"6,161",0,"4,641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,649,0,0,0,0,0,0,0,0,0,298,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,8,Barcelona                                         ,"5,511,147","5,719","3,917,492","110,625","4,028,117","10,530","2,650,982","3,945","2,654,927","2,615,465","2,568,727","46,738","39,462","547,376",7,"727,220",10,"237,327",3,"33,111",0,"710,178",9,0,0,0,0,"169,601",2,0,0,0,0,0,0,0,0,"18,638",0,0,0,"40,054",0,0,0,"53,142",0,0,0,0,0,0,0,0,0,"11,346",0,"17,393",0,"3,341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,17,Girona                                            ,"753,046",822,"489,307","10,602","499,909","1,191","311,352",704,"312,056","306,248","300,676","5,572","5,808","49,617",1,"65,674",1,"16,777",0,"1,798",0,"120,156",3,0,0,0,0,"33,000",1,0,0,0,0,0,0,0,0,"2,163",0,0,0,"5,206",0,0,0,"2,636",0,0,0,0,0,0,0,480,0,"1,099",0,"1,865",0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,25,Lleida                                            ,"439,768",550,"301,579","11,937","313,516",939,"195,497",586,"196,083","192,439","187,971","4,468","3,644","37,401",1,"39,157",1,"7,487",0,"1,069",0,"79,511",2,0,0,0,0,"16,529",0,0,0,0,0,0,0,0,0,892,0,0,0,"2,573",0,0,0,"1,074",0,0,0,0,0,366,0,355,0,551,0,915,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cataluña                      ,43,Tarragona                                         ,"808,420","1,023","544,101","10,698","554,799","1,141","352,522",722,"353,244","346,708","339,602","7,106","6,536","81,977",2,"90,496",2,"18,561",0,"3,672",0,"105,846",2,0,0,0,0,"25,724",0,0,0,0,0,0,0,0,0,"2,133",0,0,0,"3,046",0,0,0,"3,097",0,0,0,0,0,0,0,712,0,880,0,"1,703",0,267,0,0,0,0,0,0,0,0,0,"1,069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,6,Badajoz                                           ,"692,137",882,"548,452","9,016","557,468",697,"413,608",494,"414,102","408,842","404,010","4,832","5,260","207,068",4,"153,692",2,"24,344",0,"14,174",0,0,0,0,0,0,0,0,0,"1,801",0,0,0,0,0,0,0,"1,371",0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremadura                   ,10,Cáceres                                           ,"415,083",623,"338,929","13,168","352,097","1,097","257,475",724,"258,199","253,990","251,049","2,941","4,209","132,169",2,"92,822",2,"13,422",0,"8,739",0,0,0,0,0,0,0,0,0,"1,695",0,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,15,A Coruña                                          ,"1,146,458","1,569","952,354","132,878","1,085,232","12,573","670,922","5,915","676,837","666,317","654,144","12,173","10,520","343,270",5,"182,056",2,"30,557",0,"8,812",0,0,0,0,0,0,0,0,0,"4,802",0,"77,945",1,0,0,0,0,"2,709",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,241",0,776,0,0,0,0,0,319,0,694,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,27,Lugo                                              ,"353,504",564,"297,601","53,250","350,851","6,105","217,646","2,733","220,379","216,435","212,807","3,628","3,944","121,422",3,"61,357",1,"6,603",0,"2,020",0,0,0,0,0,0,0,0,0,0,0,"19,811",0,0,0,0,0,"1,054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,32,Ourense                                           ,"335,219",560,"277,234","85,445","362,679","6,524","204,039","3,101","207,140","204,286","201,429","2,857","2,854","115,796",3,"57,340",1,"4,757",0,"1,677",0,0,0,0,0,0,0,0,0,"1,125",0,"19,054",0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia                       ,36,Pontevedra                                        ,"962,472","1,344","779,747","110,307","890,054","8,712","564,167","4,318","568,485","558,779","550,711","8,068","9,706","284,079",4,"156,880",2,"25,834",0,"7,460",0,0,0,0,0,0,0,0,0,"4,132",0,"67,227",1,0,0,0,0,"2,932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,432,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad de Madrid           ,28,Madrid                                            ,"6,458,684","6,528","4,468,053","185,726","4,653,779","20,726","3,396,877","12,454","3,409,331","3,373,805","3,338,712","35,093","35,526","1,719,709",19,"878,724",10,"271,209",3,"347,354",4,0,0,0,0,0,0,0,0,"65,169",0,0,0,0,0,0,0,"13,136",0,"6,645",0,"12,877",0,0,0,0,0,0,0,0,0,"5,314",0,"3,815",0,"4,268",0,0,0,875,0,"2,706",0,0,0,"1,350",0,"2,183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,655",0,0,0,"1,723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad Foral de Navarra    ,31,Navarra                                           ,"636,924",986,"470,380","17,831","488,211","1,685","335,547",893,"336,440","331,085","324,378","6,707","5,355","126,516",2,"72,892",1,"18,251",0,"6,829",0,0,0,"49,208",1,0,0,0,0,"3,656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,415",1,"1,393",0,0,0,0,0,0,0,353,0,0,0,0,0,"1,061",0,0,0,0,0,"1,804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,1,Araba - Álava                                     ,"317,352",427,"246,383","4,360","250,743",570,"171,811",343,"172,154","169,425","167,501","1,924","2,729","46,034",1,"39,698",1,"6,917",0,"4,662",0,0,0,"32,439",1,"31,931",1,0,0,"3,574",0,0,0,0,0,0,0,"1,178",0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,20,Gipuzkoa                                          ,"707,263",873,"554,907","20,427","575,334","2,391","375,576","1,543","377,119","373,967","369,728","4,239","3,152","51,362",1,"78,462",1,"12,595",0,"5,734",0,0,0,"130,055",3,"83,703",1,0,0,"4,390",0,0,0,0,0,0,0,"1,990",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,038",0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
País Vasco                    ,48,Bizkaia                                           ,"1,153,724","1,473","920,996","28,475","949,471","3,002","644,767","1,665","646,432","639,880","632,595","7,285","6,552","113,401",1,"136,853",2,"24,205",0,"10,886",0,0,0,"122,796",2,"208,683",3,0,0,"7,387",0,0,0,0,0,0,0,"3,278",0,0,0,"2,886",0,0,0,0,0,0,0,0,0,"1,670",0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Región de Murcia              ,30,Murcia                                            ,"1,461,979","1,624","980,081","20,543","1,000,624","1,972","740,230","1,324","741,554","734,686","727,998","6,688","6,868","471,851",8,"154,225",2,"41,896",0,"45,984",0,0,0,0,0,0,0,0,0,"4,464",0,0,0,0,0,0,0,"2,629",0,0,0,"1,745",0,0,0,0,0,0,0,0,0,0,0,"1,130",0,0,0,0,0,465,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,"1,127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,528,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Rioja                      ,26,La Rioja                                          ,"322,415",510,"231,910","10,890","242,800","1,104","175,981",726,"176,707","173,910","171,117","2,793","2,797","95,124",3,"54,066",1,"7,995",0,"10,367",0,0,0,0,0,0,0,0,0,"1,626",0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,380,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,3,Alicante / Alacant                                ,"1,926,285","2,521","1,199,465","22,644","1,222,109","2,122","897,167","1,235","898,402","887,427","877,303","10,124","10,975","489,946",8,"239,318",4,"57,677",0,"49,662",0,0,0,0,0,0,0,"2,301",0,0,0,0,0,0,0,"27,619",0,"4,904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,122",0,0,0,0,0,894,0,"1,782",0,0,0,0,0,"1,078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,12,Castellón / Castelló                              ,"604,274",779,"408,998","5,563","414,561",696,"301,072",476,"301,548","296,515","292,369","4,146","5,033","156,683",3,"87,657",2,"15,692",0,"12,008",0,0,0,0,0,0,0,"1,501",0,0,0,0,0,0,0,"11,890",0,"1,223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,180,0,0,0,"3,687",0,0,0,0,0,0,0,"1,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comunitat Valenciana          ,46,Valencia / València                               ,"2,581,147","3,194","1,882,332","38,826","1,921,158","3,812","1,437,269","1,871","1,439,140","1,423,386","1,408,871","14,515","15,754","743,604",9,"370,499",4,"96,417",1,"84,394",1,0,0,0,0,0,0,"3,648",0,0,0,0,0,0,0,"85,797",1,"6,381",0,0,0,"3,972",0,0,0,0,0,0,0,0,0,0,0,"1,742",0,0,0,0,0,906,0,"1,221",0,"5,579",0,0,0,958,0,0,0,0,0,0,0,0,0,"1,543",0,0,0,"2,210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciudad de Ceuta               ,51,Ceuta                                             ,"80,579",94,"58,532","2,191","60,723",136,"32,223",59,"32,282","31,804","31,306",498,478,"20,968",1,"6,445",0,576,0,"1,061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0
Ciudad de Melilla             ,52,Melilla                                           ,"76,034",82,"51,026","3,664","54,690",145,"26,966",68,"27,034","26,726","26,230",496,308,"17,828",1,"6,766",0,0,0,992,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,"47,021,031","59,876","34,296,705","1,482,786","35,779,491","138,037","24,593,080","73,361","24,666,441","24,348,886","24,015,425","333,461","317,555","10,866,566",186,"7,003,511",110,"1,686,040",11,"1,143,225",5,"1,015,691",16,"334,498",7,"324,317",5,"256,985",3,"216,748",0,"184,037",2,"143,881",2,"125,306",1,"102,144",0,"99,473",1,"97,673",0,"76,999",0,"59,949",0,"44,010",0,"42,415",1,"27,210",0,"26,254",0,"22,289",0,"21,876",0,"15,869",0,"10,132",0,"9,266",0,"6,863",0,"5,430",0,"3,820",0,"3,426",0,"3,180",0,"2,898",0,"2,848",0,"2,431",0,"2,210",0,"2,065",0,"2,058",0,"2,007",0,"1,867",0,"1,784",0,"1,712",0,"1,443",0,"1,138",0,"1,090",0,"1,087",0,"1,074",0,966,0,829,0,791,0,785,0,778,0,720,0,709,0,678,0,603,0,419,0,380,0,304,0,293,0,206,0,169,0,0,0
